Orig_subID,Orig_ses,Original_file,Renamed_subID,Renamed_ses,Renamed_file,nvols,type,image_folder,image_type
sub-MILO,ses-20220823,sub-MILO_ses-20220823_run-1_T1w.json,sub-001,ses-025,sub-001_ses-025_run-1_T1w.json,1,json,anat,T1w
sub-MILO,ses-20220823,sub-MILO_ses-20220823_run-2_T1w.nii.gz,sub-001,ses-025,sub-001_ses-025_run-2_T1w.nii.gz,1,nifti,anat,T1w
sub-MILO,ses-20220823,sub-MILO_ses-20220823_run-2_T1w.json,sub-001,ses-025,sub-001_ses-025_run-2_T1w.json,1,json,anat,T1w
sub-MILO,ses-20220823,sub-MILO_ses-20220823_T2w.nii.gz,sub-001,ses-025,sub-001_ses-025_run-1_T2w.nii.gz,1,nifti,anat,T2w
sub-MILO,ses-20220823,sub-MILO_ses-20220823_T2w.json,sub-001,ses-025,sub-001_ses-025_run-1_T2w.json,1,json,anat,T2w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_run-1_T1w.nii.gz,sub-001,ses-026,sub-001_ses-026_run-1_T1w.nii.gz,1,nifti,anat,T1w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_run-1_T1w.json,sub-001,ses-026,sub-001_ses-026_run-1_T1w.json,1,json,anat,T1w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_run-2_T1w.nii.gz,sub-001,ses-026,sub-001_ses-026_run-2_T1w.nii.gz,1,nifti,anat,T1w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_run-2_T1w.json,sub-001,ses-026,sub-001_ses-026_run-2_T1w.json,1,json,anat,T1w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_T2w.nii.gz,sub-001,ses-026,sub-001_ses-026_run-1_T2w.nii.gz,1,nifti,anat,T2w
sub-MILO,ses-20220906,sub-MILO_ses-20220906_T2w.json,sub-001,ses-026,sub-001_ses-026_run-1_T2w.json,1,json,anat,T2w
sub-MILO,ses-20221101,sub-MILO_ses-20221101_run-1_T1w.nii.gz,sub-001,ses-027,sub-001_ses-027_run-1_T1w.nii.gz,1,nifti,anat,T1w
sub-MILO,ses-20221101,sub-MILO_ses-20221101_run-1_T1w.json,sub-001,ses-027,sub-001_ses-027_run-1_T1w.json,1,json,anat,T1w
sub-MILO,ses-20221101,sub-MILO_ses-20221101_run-2_T1w.nii.gz,sub-001,ses-027,sub-001_ses-027_run-2_T1w.nii.gz,1,nifti,anat,T1w
sub-MILO,ses-20221101,sub-MILO_ses-20221101_run-2_T1w.json,sub-001,ses-027,sub-001_ses-027_run-2_T1w.json,1,json,anat,T1w
sub-MILO,ses-20221101,sub-MILO_ses-20221101_T2w.nii.gz,sub-001,ses-027,sub-001_ses-027_run-1_T2w.nii.gz,1,nifti,anat,T2w
